,mBERT,Chinese-BERT,MacBERT,XLM-R-base,XLM-R-large,ERNIE-3.0,UER-tiny,UER-small
锢,True,True,True,False,False,True,True,True
锣,True,True,True,False,False,True,True,True
锤,True,True,True,False,False,True,True,True
锥,True,True,True,False,False,True,True,True
锦,True,True,True,False,False,True,True,True
锧,False,False,False,False,False,True,False,False
锨,False,False,False,False,False,True,False,False
锩,False,False,False,False,False,True,False,False
锪,False,False,False,False,False,True,False,False
锫,False,False,False,False,False,True,False,False
锬,False,False,False,False,False,True,False,False
锭,True,True,True,False,False,True,True,True
键,True,True,True,False,False,True,True,True
锯,True,True,True,False,False,True,True,True
锰,True,True,True,False,False,True,True,True
锱,False,False,False,False,False,True,False,False
锲,False,True,True,False,False,True,True,True
锳,False,False,False,False,False,True,False,False
锴,False,False,False,False,False,True,False,False
锵,False,True,True,False,False,True,True,True
锶,False,False,False,False,False,True,False,False
锷,True,False,False,False,False,True,False,False
锸,False,False,False,False,False,True,False,False
锹,False,True,True,False,False,True,True,True
锺,True,True,True,False,False,True,True,True
锻,True,True,True,False,False,True,True,True
锼,False,False,False,False,False,True,False,False
锽,False,False,False,False,False,True,False,False
锾,False,False,False,False,False,True,False,False
锿,False,False,False,False,False,True,False,False
镀,True,True,True,False,False,True,True,True
镁,True,True,True,False,False,True,True,True
镂,False,True,True,False,False,True,True,True
镃,False,False,False,False,False,True,False,False
镄,False,False,False,False,False,True,False,False
镅,False,False,False,False,False,True,False,False
镆,False,False,False,False,False,True,False,False
镇,True,True,True,False,False,True,True,True
镈,False,False,False,False,False,True,False,False
镉,False,True,True,False,False,True,True,True
镊,False,False,False,False,False,True,False,False
镋,False,False,False,False,False,True,False,False
镌,False,True,True,False,False,True,True,True
镍,True,True,True,False,False,True,True,True
镎,False,False,False,False,False,True,False,False
镏,False,False,False,False,False,True,False,False
镐,True,True,True,False,False,True,True,True
镑,True,True,True,False,False,True,True,True
镒,False,False,False,False,False,True,False,False
镓,False,False,False,False,False,True,False,False
镔,False,False,False,False,False,True,False,False
镕,True,True,True,False,False,True,True,True
镖,True,True,True,False,False,True,True,True
镗,False,True,True,False,False,True,True,True
镘,False,False,False,False,False,True,False,False
镙,False,False,False,False,False,True,False,False
镚,False,False,False,False,False,True,False,False
镛,True,True,True,False,False,True,True,True
镜,True,True,True,False,False,True,True,True
镝,False,False,False,False,False,True,False,False
镞,False,False,False,False,False,True,False,False
镟,False,False,False,False,False,True,False,False
镠,False,False,False,False,False,True,False,False
镡,False,False,False,False,False,True,False,False
镢,False,False,False,False,False,True,False,False
镣,False,True,True,False,False,True,True,True
镤,False,False,False,False,False,True,False,False
镥,False,False,False,False,False,True,False,False
镦,False,False,False,False,False,True,False,False
镧,False,False,False,False,False,True,False,False
镨,False,False,False,False,False,True,False,False
镩,False,False,False,False,False,True,False,False
镪,False,False,False,False,False,True,False,False
镫,False,False,False,False,False,True,False,False
镬,False,False,False,False,False,True,False,False
镭,True,True,True,False,False,True,True,True
镮,False,False,False,False,False,True,False,False
镯,False,True,True,False,False,True,True,True
镰,True,True,True,False,False,True,True,True
镱,False,False,False,False,False,True,False,False
镲,False,False,False,False,False,True,False,False
镳,False,True,True,False,False,True,True,True
镴,False,False,False,False,False,True,False,False
镵,False,False,False,False,False,True,False,False
镶,True,True,True,False,False,True,True,True
長,True,True,True,False,False,True,True,True
镸,False,False,False,False,False,True,False,False
镹,False,False,False,False,False,True,False,False
镺,False,False,False,False,False,True,False,False
镻,False,False,False,False,False,True,False,False
镼,False,False,False,False,False,True,False,False
镽,False,False,False,False,False,True,False,False
镾,False,False,False,False,False,True,False,False
长,True,True,True,False,False,True,True,True
門,True,True,True,False,False,True,True,True
閁,False,False,False,False,False,True,False,False
閂,False,False,False,False,False,True,False,False
閃,True,True,True,False,False,True,True,True
閄,False,False,False,False,False,True,False,False
閅,False,False,False,False,False,True,False,False
閆,True,False,False,False,False,True,False,False
閇,False,False,False,False,False,True,False,False
閈,False,False,False,False,False,True,False,False
閉,True,True,True,False,False,True,True,True
閊,False,False,False,False,False,True,False,False
開,True,True,True,False,False,True,True,True
閌,False,False,False,False,False,True,False,False
閍,False,False,False,False,False,True,False,False
閎,False,True,True,False,False,True,True,True
閏,True,True,True,False,False,True,True,True
閐,False,False,False,False,False,True,False,False
閑,True,True,True,False,False,True,True,True
閒,True,True,True,False,False,True,True,True
間,True,True,True,False,False,True,True,True
閔,True,True,True,False,False,True,True,True
閕,False,False,False,False,False,True,False,False
閖,False,False,False,False,False,True,False,False
閗,False,False,False,False,False,True,False,False
閘,True,True,True,False,False,True,True,True
閙,False,False,False,False,False,True,False,False
閚,False,False,False,False,False,True,False,False
閛,False,False,False,False,False,True,False,False
閜,False,False,False,False,False,True,False,False
閝,False,False,False,False,False,True,False,False
閞,False,False,False,False,False,True,False,False
閟,False,False,False,False,False,True,False,False
閠,False,False,False,False,False,True,False,False
閡,False,True,True,False,False,True,True,True
関,True,True,True,False,False,True,True,True
閣,True,True,True,False,False,True,True,True
閤,True,False,False,False,False,True,False,False
閥,True,True,True,False,False,True,True,True
閦,False,False,False,False,False,True,False,False
閧,False,False,False,False,False,True,False,False
閨,True,True,True,False,False,True,True,True
閩,True,True,True,False,False,True,True,True
閪,False,False,False,False,False,True,False,False
閫,False,False,False,False,False,True,False,False
閬,True,False,False,False,False,True,False,False
閭,True,False,False,False,False,True,False,False
閮,False,False,False,False,False,True,False,False
閯,False,False,False,False,False,True,False,False
閰,False,False,False,False,False,True,False,False
閱,True,True,True,False,False,True,True,True
閲,True,True,True,False,False,True,True,True
閳,False,False,False,False,False,True,False,False
閴,False,False,False,False,False,True,False,False
閵,False,False,False,False,False,True,False,False
閶,False,False,False,False,False,True,False,False
閷,False,False,False,False,False,True,False,False
閸,False,False,False,False,False,True,False,False
閹,False,True,True,False,False,True,True,True
閺,False,False,False,False,False,True,False,False
閻,True,True,True,False,False,True,True,True
閼,False,False,False,False,False,True,False,False
閽,False,False,False,False,False,True,False,False
閾,True,True,True,False,False,True,True,True
閿,False,False,False,False,False,True,False,False
闀,False,False,False,False,False,True,False,False
闁,False,False,False,False,False,True,False,False
闂,False,False,False,False,False,True,False,False
闃,False,False,False,False,False,True,False,False
闄,False,False,False,False,False,True,False,False
闅,False,False,False,False,False,True,False,False
闆,True,True,True,False,False,True,True,True
闇,True,True,True,False,False,True,True,True
闈,False,False,False,False,False,True,False,False
闉,False,False,False,False,False,True,False,False
闊,True,True,True,False,False,True,True,True
闋,False,False,False,False,False,True,False,False
闌,False,True,True,False,False,True,True,True
闍,True,True,True,False,False,True,True,True
闎,False,False,False,False,False,True,False,False
闏,False,False,False,False,False,True,False,False
闐,True,False,False,False,False,True,False,False
闑,False,False,False,False,False,True,False,False
闒,False,False,False,False,False,True,False,False
闓,False,False,False,False,False,True,False,False
闔,False,True,True,False,False,True,True,True
闕,True,True,True,False,False,True,True,True
闖,True,True,True,False,False,True,True,True
闗,False,False,False,False,False,True,False,False
闘,True,True,True,False,False,True,True,True
闙,False,False,False,False,False,True,False,False
闚,False,False,False,False,False,True,False,False
闛,False,False,False,False,False,True,False,False
關,True,True,True,False,False,True,True,True
闝,False,False,False,False,False,True,False,False
闞,False,False,False,False,False,True,False,False
闟,False,False,False,False,False,True,False,False
闠,False,False,False,False,False,True,False,False
闡,True,True,True,False,False,True,True,True
闢,True,True,True,False,False,True,True,True
闣,False,False,False,False,False,True,False,False
闤,False,False,False,False,False,True,False,False
